names and surnames,identification document,birth date,Residence Adress,work direction,state - department,Country,company,monthly income
name 1078,4552917,20-06-89,direccion 1 placa 136,work direccion 3 placa 147,Cundinamarca,Colombia,company name 1078,13318556
name 1079,4552924,30-06-89,direccion 2 placa 137,work direccion 4 placa 148,Valle,Colombia,company name 1079,13329734
name 1080,4552931,10-07-89,direccion 1 placa 137,work direccion 3 placa 148,Meta,Colombia,company name 1080,13340912
name 1081,4552938,20-07-89,direccion 2 placa 138,work direccion 4 placa 149,Vichada,Colombia,company name 1081,13352090
name 1082,4552945,30-07-89,direccion 1 placa 135,work direccion 3 placa 146,Quindio,Colombia,company name 1082,13363268
name 1083,4552952,09-08-89,direccion 1 placa 135,work direccion 3 placa 146,Meta,Colombia,company name 1083,13374446
name 1084,4552959,19-08-89,direccion 2 placa 139,work direccion 4 placa 150,Vichada,Colombia,company name 1084,13385624
name 1085,4552966,29-08-89,direccion 1 placa 5,work direccion 3 placa 16,Quindio,Colombia,company name 1085,13396802
name 1086,4552973,08-09-89,direccion 2 placa 6,work direccion 4 placa 17,Risaralda,Colombia,company name 1086,13407980
name 1087,4552980,18-09-89,direccion 1 placa 6,work direccion 3 placa 17,Santander,Colombia,company name 1087,13419158
name 1088,4552987,28-09-89,direccion 2 placa 7,work direccion 4 placa 18,Atlantico,Colombia,company name 1088,13430336
name 1089,4552994,08-10-89,direccion 1 placa 7,work direccion 3 placa 18,Cundinamarca,Colombia,company name 1089,13441514
name 1090,4553001,18-10-89,direccion 2 placa 8,work direccion 4 placa 19,Valle,Colombia,company name 1090,13452692
name 1091,4553008,28-10-89,direccion 1 placa 8,work direccion 3 placa 19,Meta,Colombia,company name 1091,13463870
name 1092,4553015,07-11-89,direccion 2 placa 9,work direccion 4 placa 20,Vichada,Colombia,company name 1092,13475048
name 1093,4553022,17-11-89,direccion 1 placa 9,work direccion 3 placa 20,Quindio,Colombia,company name 1093,13486226
name 1094,4553029,27-11-89,direccion 2 placa 10,work direccion 4 placa 21,Risaralda,Colombia,company name 1094,13497404
name 1095,4553036,07-12-89,direccion 1 placa 10,work direccion 3 placa 21,Santander,Colombia,company name 1095,13508582
name 1096,4553043,17-12-89,direccion 2 placa 11,work direccion 4 placa 22,Atlantico,Colombia,company name 1096,13519760
name 1097,4553050,27-12-89,direccion 1 placa 11,work direccion 3 placa 22,Cundinamarca,Colombia,company name 1097,13530938
name 1098,4553057,06-01-90,direccion 2 placa 12,work direccion 4 placa 23,Valle,Colombia,company name 1098,13542116
name 1099,4553064,16-01-90,direccion 1 placa 12,work direccion 3 placa 23,Meta,Colombia,company name 1099,13553294
name 1100,4553071,26-01-90,direccion 2 placa 13,work direccion 4 placa 24,Vichada,Colombia,company name 1100,13564472
name 1101,4553078,05-02-90,direccion 1 placa 13,work direccion 3 placa 24,Quindio,Colombia,company name 1101,13575650
name 1102,4553085,15-02-90,direccion 2 placa 14,work direccion 4 placa 25,Risaralda,Colombia,company name 1102,13586828
name 1103,4553092,25-02-90,direccion 1 placa 14,work direccion 3 placa 25,Santander,Colombia,company name 1103,13598006
name 1104,4553099,07-03-90,direccion 2 placa 15,work direccion 4 placa 26,Atlantico,Colombia,company name 1104,13609184
name 1105,4553106,17-03-90,direccion 1 placa 15,work direccion 3 placa 26,Quindio,Colombia,company name 1105,13620362
name 1106,,27-03-90,direccion 2 placa 16,work direccion 4 placa 27,Risaralda,Colombia,company name 1106,13631540
name 1107,4553120,06-04-90,direccion 1 placa 16,work direccion 3 placa 27,Santander,Colombia,company name 1107,13642718
name 1108,4553127,16-04-90,direccion 2 placa 17,work direccion 4 placa 28,Atlantico,Colombia,company name 1108,13653896
name 1109,4553134,26-04-90,direccion 1 placa 17,,,,,13665074
name 1110,4553141,06-05-90,direccion 2 placa 18,work direccion 4 placa 29,Valle,Colombia,company name 1110,13676252
name 1111,4553148,16-05-90,direccion 1 placa 18,work direccion 3 placa 29,Meta,Colombia,company name 1111,13687430
name 1112,4553155,26-05-90,direccion 2 placa 19,work direccion 4 placa 30,Vichada,Colombia,company name 1112,13698608
name 1113,4553162,05-06-90,direccion 1 placa 19,work direccion 3 placa 30,Quindio,Colombia,company name 1113,13709786
name 1114,4553169,15-06-90,direccion 2 placa 20,work direccion 4 placa 31,Risaralda,Colombia,company name 1114,13720964
name 1115,4553176,25-06-90,direccion 1 placa 20,work direccion 3 placa 31,Santander,Colombia,company name 1115,13732142
name 1116,4553183,05-07-90,direccion 2 placa 21,work direccion 4 placa 32,Atlantico,Colombia,company name 1116,13743320
name 1117,4553190,15-07-90,direccion 1 placa 21,work direccion 3 placa 32,Cundinamarca,Colombia,company name 1117,13754498
name 1118,4553197,25-07-90,direccion 2 placa 22,work direccion 4 placa 33,Valle,Colombia,company name 1118,13765676
name 1119,4553204,04-08-90,direccion 1 placa 22,work direccion 3 placa 33,Meta,Colombia,company name 1119,13776854
name 1120,4553211,14-08-90,direccion 2 placa 23,work direccion 4 placa 34,Vichada,Colombia,company name 1120,13788032
name 1121,4553218,24-08-90,direccion 1 placa 23,work direccion 3 placa 34,Quindio,Colombia,company name 1121,13799210
name 1122,4553225,03-09-90,direccion 2 placa 24,work direccion 4 placa 35,Risaralda,Colombia,company name 1122,13810388
name 1123,4553232,13-09-90,direccion 1 placa 24,work direccion 3 placa 35,Santander,Colombia,company name 1123,13821566
name 1124,4553239,23-09-90,direccion 2 placa 25,work direccion 4 placa 36,Atlantico,Colombia,company name 1124,13832744
name 1125,4553246,03-10-90,direccion 1 placa 25,work direccion 3 placa 36,Quindio,Colombia,company name 1125,13843922
name 1126,4553253,13-10-90,direccion 2 placa 26,work direccion 4 placa 37,Risaralda,Colombia,company name 1126,13855100
name 1127,4553260,23-10-90,direccion 1 placa 26,work direccion 3 placa 37,Santander,Colombia,company name 1127,13866278
name 1128,4553267,02-11-90,direccion 2 placa 27,work direccion 4 placa 38,Atlantico,Colombia,company name 1128,13877456
name 1129,4553274,12-11-90,direccion 1 placa 27,work direccion 3 placa 38,Cundinamarca,Colombia,company name 1129,13888634
name 1130,4553281,22-11-90,direccion 2 placa 28,work direccion 4 placa 39,Valle,Colombia,company name 1130,13899812
name 1131,4553288,02-12-90,direccion 1 placa 28,work direccion 3 placa 39,Meta,Colombia,company name 1131,13910990
name 1132,4553295,12-12-90,direccion 2 placa 29,work direccion 4 placa 40,Vichada,Colombia,company name 1132,13922168
name 1133,4553302,22-12-90,direccion 1 placa 29,work direccion 3 placa 40,Quindio,Colombia,company name 1133,13933346
name 1134,4553309,01-01-91,direccion 2 placa 30,work direccion 4 placa 41,Risaralda,Colombia,company name 1134,13944524
name 1135,4553316,11-01-91,direccion 1 placa 30,work direccion 3 placa 41,Santander,Colombia,company name 1135,13955702
name 1136,4553323,21-01-91,direccion 2 placa 31,work direccion 4 placa 42,Atlantico,Colombia,company name 1136,13966880
name 1137,4553330,31-01-91,direccion 1 placa 31,work direccion 3 placa 42,Cundinamarca,Colombia,company name 1137,13978058
name 1138,4553337,10-02-91,direccion 2 placa 32,work direccion 4 placa 43,Valle,Colombia,company name 1138,13989236
name 1139,4553344,20-02-91,direccion 1 placa 32,work direccion 3 placa 43,Meta,Colombia,company name 1139,14000414
name 1140,4553351,02-03-91,direccion 2 placa 33,work direccion 4 placa 44,Vichada,Colombia,company name 1140,14011592
name 1141,4553358,12-03-91,direccion 1 placa 33,work direccion 3 placa 44,Quindio,Colombia,company name 1141,14022770
name 1142,4553365,22-03-91,direccion 2 placa 34,work direccion 4 placa 45,Risaralda,Colombia,company name 1142,14033948
name 1143,4553372,01-04-91,direccion 1 placa 34,work direccion 3 placa 45,Santander,Colombia,company name 1143,14045126
name 1144,4553379,11-04-91,direccion 2 placa 35,work direccion 4 placa 46,Atlantico,Colombia,company name 1144,14056304
name 1145,4553386,21-04-91,direccion 1 placa 35,work direccion 3 placa 46,Quindio,Colombia,company name 1145,14067482
name 1146,4553393,01-05-91,direccion 2 placa 36,work direccion 4 placa 47,Risaralda,Colombia,company name 1146,14078660
name 1147,4553400,11-05-91,direccion 1 placa 36,work direccion 3 placa 47,Santander,Colombia,company name 1147,14089838
name 1148,4553407,21-05-91,direccion 2 placa 37,work direccion 4 placa 48,Atlantico,Colombia,company name 1148,14101016
name 1149,4553414,31-05-91,direccion 1 placa 37,work direccion 3 placa 48,Cundinamarca,Colombia,company name 1149,14112194
name 1150,4553421,10-06-91,direccion 2 placa 38,work direccion 4 placa 49,Valle,Colombia,company name 1150,14123372
name 1151,4553428,20-06-91,direccion 1 placa 38,work direccion 3 placa 49,Meta,Colombia,company name 1151,14134550
name 1152,4553435,30-06-91,direccion 2 placa 39,work direccion 4 placa 50,Vichada,Colombia,company name 1152,14145728
name 1153,4553442,10-07-91,direccion 1 placa 39,work direccion 3 placa 50,Quindio,Colombia,company name 1153,14156906
name 1154,4553449,20-07-91,direccion 2 placa 40,work direccion 4 placa 51,Risaralda,Colombia,company name 1154,14168084
name 1155,4553456,30-07-91,direccion 1 placa 40,work direccion 3 placa 51,Santander,Colombia,company name 1155,14179262
name 1156,4553463,09-08-91,direccion 2 placa 41,work direccion 4 placa 52,Atlantico,Colombia,company name 1156,14190440
name 1157,4553470,19-08-91,direccion 1 placa 41,work direccion 3 placa 52,Cundinamarca,Colombia,company name 1157,14201618
name 1158,4553477,29-08-91,direccion 2 placa 42,work direccion 4 placa 53,Valle,Colombia,company name 1158,14212796
name 1159,4553484,08-09-91,direccion 1 placa 42,work direccion 3 placa 53,Meta,Colombia,company name 1159,14223974
name 1160,4553491,18-09-91,direccion 2 placa 43,work direccion 4 placa 54,Vichada,Colombia,company name 1160,14235152
name 1161,4553498,28-09-91,direccion 1 placa 43,work direccion 3 placa 54,Quindio,Colombia,company name 1161,14246330
name 1162,4553505,08-10-91,direccion 2 placa 44,work direccion 4 placa 55,Risaralda,Colombia,company name 1162,14257508
name 1163,4553512,18-10-91,direccion 1 placa 44,work direccion 3 placa 55,Santander,Colombia,company name 1163,14268686
name 1164,4553519,28-10-91,direccion 2 placa 45,work direccion 4 placa 56,Atlantico,Colombia,company name 1164,14279864
name 1165,4553526,07-11-91,direccion 1 placa 45,work direccion 3 placa 56,Quindio,Colombia,company name 1165,14291042
name 1166,4553533,17-11-91,direccion 2 placa 46,work direccion 4 placa 57,Risaralda,Colombia,company name 1166,14302220
name 1167,4553540,27-11-91,direccion 1 placa 46,work direccion 3 placa 57,Santander,Colombia,company name 1167,14313398
name 1168,4553547,07-12-91,direccion 2 placa 47,work direccion 4 placa 58,Atlantico,Colombia,company name 1168,14324576
name 1169,4553554,17-12-91,direccion 1 placa 47,work direccion 3 placa 58,Cundinamarca,Colombia,company name 1169,14335754
name 1170,4553561,27-12-91,direccion 2 placa 48,work direccion 4 placa 59,Valle,Colombia,company name 1170,14346932
name 1171,4553568,06-01-92,direccion 1 placa 48,work direccion 3 placa 59,Meta,Colombia,company name 1171,14358110
name 1172,4553575,16-01-92,direccion 2 placa 49,work direccion 4 placa 60,Vichada,Colombia,company name 1172,14369288
name 1173,4553582,26-01-92,direccion 1 placa 49,work direccion 3 placa 60,Quindio,Colombia,company name 1173,14380466
name 1174,4553589,05-02-92,direccion 2 placa 50,work direccion 4 placa 61,Risaralda,Colombia,company name 1174,14391644
name 1175,4553596,15-02-92,direccion 1 placa 50,work direccion 3 placa 61,Santander,Colombia,company name 1175,14402822
name 1176,4553603,25-02-92,direccion 2 placa 51,work direccion 4 placa 62,Atlantico,Colombia,company name 1176,14414000
name 1177,4553610,06-03-92,direccion 1 placa 51,work direccion 3 placa 62,Cundinamarca,Colombia,company name 1177,14425178
name 1178,4553617,16-03-92,direccion 2 placa 52,work direccion 4 placa 63,Valle,Colombia,company name 1178,14436356
name 1179,4553624,26-03-92,direccion 1 placa 52,work direccion 3 placa 63,Meta,Colombia,company name 1179,14447534
name 1180,4553631,05-04-92,direccion 2 placa 53,work direccion 4 placa 64,Vichada,Colombia,company name 1180,14458712
name 1181,4553638,15-04-92,direccion 1 placa 53,work direccion 3 placa 64,Quindio,Colombia,company name 1181,14469890
name 1182,4553645,25-04-92,direccion 2 placa 54,work direccion 4 placa 65,Risaralda,Colombia,company name 1182,14481068
name 1183,4553652,05-05-92,direccion 1 placa 54,work direccion 3 placa 65,Santander,Colombia,company name 1183,14492246
name 1184,4553659,15-05-92,direccion 2 placa 55,work direccion 4 placa 66,Atlantico,Colombia,company name 1184,14503424
name 1185,4553666,25-05-92,direccion 1 placa 55,work direccion 3 placa 66,Quindio,Colombia,company name 1185,14514602
name 1186,4553673,04-06-92,direccion 2 placa 56,work direccion 4 placa 67,Risaralda,Colombia,company name 1186,14525780
name 1187,4553680,14-06-92,direccion 1 placa 56,work direccion 3 placa 67,Santander,Colombia,company name 1187,14536958
name 1188,4553687,24-06-92,direccion 2 placa 57,work direccion 4 placa 68,Atlantico,Colombia,company name 1188,14548136
name 1189,4553694,04-07-92,direccion 1 placa 57,work direccion 3 placa 68,Cundinamarca,Colombia,company name 1189,14559314
name 1190,4553701,14-07-92,direccion 2 placa 58,work direccion 4 placa 69,Valle,Colombia,company name 1190,14570492
name 1191,4553708,24-07-92,direccion 1 placa 58,work direccion 3 placa 69,Meta,Colombia,company name 1191,14581670
name 1192,4553715,03-08-92,direccion 2 placa 59,work direccion 4 placa 70,Vichada,Colombia,company name 1192,14592848
name 1193,4553722,13-08-92,direccion 1 placa 59,work direccion 3 placa 70,Quindio,Colombia,company name 1193,14604026
name 1194,4553729,23-08-92,direccion 2 placa 60,work direccion 4 placa 71,Risaralda,Colombia,company name 1194,14615204
name 1195,4553736,02-09-92,direccion 1 placa 60,work direccion 3 placa 71,Santander,Colombia,company name 1195,14626382
name 1196,4553743,12-09-92,direccion 2 placa 61,work direccion 4 placa 72,Atlantico,Colombia,company name 1196,14637560
name 1197,4553750,22-09-92,direccion 1 placa 61,work direccion 3 placa 72,Cundinamarca,Colombia,company name 1197,14648738
name 1198,4553757,02-10-92,direccion 2 placa 62,work direccion 4 placa 73,Valle,Colombia,company name 1198,14659916
name 1199,4553764,12-10-92,direccion 1 placa 62,work direccion 3 placa 73,Meta,Colombia,company name 1199,14671094
name 1200,4553771,22-10-92,direccion 2 placa 63,work direccion 4 placa 74,Vichada,Colombia,company name 1200,14682272
name 1201,4553778,01-11-92,direccion 1 placa 63,work direccion 3 placa 74,Quindio,Colombia,company name 1201,14693450
name 1202,4553785,11-11-92,direccion 2 placa 64,work direccion 4 placa 75,Risaralda,Colombia,company name 1202,14704628
name 1203,4553792,21-11-92,direccion 1 placa 64,work direccion 3 placa 75,Santander,Colombia,company name 1203,14715806
name 1204,4553799,01-12-92,direccion 2 placa 65,work direccion 4 placa 76,Atlantico,Colombia,company name 1204,14726984
name 1205,4553806,11-12-92,direccion 1 placa 65,work direccion 3 placa 76,Quindio,Colombia,company name 1205,14738162
name 1206,4553813,21-12-92,direccion 2 placa 66,work direccion 4 placa 77,Risaralda,Colombia,company name 1206,14749340
name 1207,4553820,31-12-92,direccion 1 placa 66,work direccion 3 placa 77,Santander,Colombia,company name 1207,14760518
name 1208,4553827,10-01-93,direccion 2 placa 67,work direccion 4 placa 78,Atlantico,Colombia,company name 1208,14771696
name 1209,4553834,20-01-93,direccion 1 placa 67,work direccion 3 placa 78,Cundinamarca,Colombia,company name 1209,14782874
name 1210,4553841,30-01-93,direccion 2 placa 68,work direccion 4 placa 79,Valle,Colombia,company name 1210,14794052
